,name,homepage,github_id,category,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,updated_github_id,trending,gitee_id,gitee_url,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,docs_url,greasy_fork_id,greasy_fork_url,greasy_fork_code_url,greasy_fork_total_installs,greasy_fork_fan_score,new_addition
170,zaiBIT,https://zaibit.com,phy25/zaiBITstatic,agg,,https://github.com/phy25/zaiBITstatic,,2016-08-03 07:02:13.000,2017-08-05 11:00:07,2017-08-05 11:00:05,23.0,,,1.0,,,,1.0,,,,,,zaibit.com static site.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,WebvpnExploit,https://webvpn.bit.edu.cn/https/77726476706e69737468656265737421e7f2438a373e2652771cc7b69d5b2730bb0f351d/,BIT-BOBH/WebvpnExploit,edu-cn,['web'],https://github.com/BIT-BOBH/WebvpnExploit,,2022-10-09 12:22:25.000,2022-10-13 15:44:58,2022-10-13 15:44:52,13.0,,,,,,,1.0,,,,,,Exploit of cross domain vulnerabilities of webvpn.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,组织部芝士虾,https://bitnp.github.io/cheesy-shrimp/,bitnp/cheesy-shrimp,org,,https://github.com/BITNP/cheesy-shrimp,,2023-07-19 08:20:03.000,2025-11-27 13:14:55,2025-11-27 13:14:30,31.0,,2.0,5.0,7.0,,2.0,1.0,,,,,,2023年夏在QQ群“2022网协组织部”发生的 stand alone complex 现象。.,3.0,2,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,BIT-AutoLogin-UserScript,https://github.com/YuhangHere/BIT-AutoLogin-UserScript,YuhangHere/BIT-AutoLogin-UserScript,edu-cn,,https://github.com/YuhangHere/BIT-AutoLogin-UserScript,MIT,2025-06-28 08:22:31.000,2025-06-28 09:23:37,2025-06-28 09:04:55,2.0,,,1.0,,,,1.0,2025-06-28 09:23:37.000,1.0,,,1.0,通过脚本实现BIT网站自动登录，可在学校任意网站页面通过一个总菜单管理所有操作。.,,2,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,BIT WebVPN URL 双向转换器（浏览器扩展）,https://addons.mozilla.org/zh-CN/firefox/addon/bit-webvpn-converter/,YDX-2147483647/bit-webvpn-converter-web-extension,edu-cn,['web'],https://github.com/YDX-2147483647/bit-webvpn-converter-web-extension,,2022-11-12 13:43:24.000,2023-07-10 14:25:23,2023-07-10 14:25:22,18.0,,,1.0,,1.0,,,,,,,,BIT WebVPN URL 双向转换器。 （浏览器扩展）.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,BIT CAS login,https://gitee.com/felinae98/BIT-CAS-login,,misc,['python'],,GPL-3.0,2018-01-10 14:41:27.000,2020-12-19 13:26:52,,,,0.0,1.0,,,,,,,,,,login to login.bit.edu.cn.,,2,False,2.0,,,,,,,,,felinae98/BIT-CAS-login,https://gitee.com/felinae98/BIT-CAS-login,,,,,,,,,,,,,,,,,
176,BIT_Mail_Backup,https://github.com/lywly/BIT_Mail_Backup,lywly/BIT_Mail_Backup,misc,['python'],https://github.com/lywly/BIT_Mail_Backup,,2022-05-06 09:05:43.000,2024-10-03 09:36:39,2024-10-03 09:36:39,3.0,,,1.0,,,,,,,,,,北京理工大学邮箱备份.,,2,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,学生事务中心办事指南,https://howto.info.bit.edu.cn/,,agg,,,CC BY 4.0,,2021-11-26,,,,,,,,,,,,,,,“办事指南” DokuWiki 站点，由北京理工大学学生事务中心建立，目前处于试运行阶段。.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,helping-check-answer,https://greasyfork.org/scripts/367662-helping-check-answer,,misc,['web'],,,2018-05-07 16:05:09.000,2018-05-07 16:07:38,,,,,,,,,,,,,,,形势政策答题查询.,,2,False,2.0,,,,,,,,,,,,,,,,,,,,,,367662.0,https://greasyfork.org/scripts/367662,https://update.greasyfork.org/scripts/367662/helping-check-answer.user.js,1087.0,5.0,
179,BIT-Moodle-Video-Speed-Up,https://greasyfork.org/scripts/396818-bit-moodle-video-speed-up,,academic,['web'],,,2020-02-24 07:32:06.000,2020-02-24 07:32:06,,,,,,,,,,,,,,,北理乐学视频倍率播放.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,396818.0,https://greasyfork.org/scripts/396818,https://update.greasyfork.org/scripts/396818/BIT-Moodle-Video-Speed-Up.user.js,159.0,5.0,
180,北理乐学视频下载助手,https://greasyfork.org/scripts/422933-%E5%8C%97%E7%90%86%E4%B9%90%E5%AD%A6%E8%A7%86%E9%A2%91%E4%B8%8B%E8%BD%BD%E5%8A%A9%E6%89%8B,,academic,['web'],,,2021-03-09 09:02:21.000,2021-03-09 09:02:21,,,,,,,,,,,,,,,将课程列表的播放页面链接替换成视频文件下载链接！.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,422933.0,https://greasyfork.org/scripts/422933,https://update.greasyfork.org/scripts/422933/%E5%8C%97%E7%90%86%E4%B9%90%E5%AD%A6%E8%A7%86%E9%A2%91%E4%B8%8B%E8%BD%BD%E5%8A%A9%E6%89%8B.user.js,20.0,5.0,
181,BIT-Moodle-Theme-Enhance,https://greasyfork.org/scripts/397151-bit-moodle-theme-enhance,fky2015/BIT-Moodle-dracula-Theme,academic,['web'],https://github.com/fky2015/BIT-Moodle-dracula-Theme,,2020-02-22 16:24:19.000,2020-03-03 04:24:59,2020-03-03 04:24:51,11.0,,,1.0,,,,,,,,,,provide mordern theme design for moodle system.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,397151.0,https://greasyfork.org/scripts/397151,https://update.greasyfork.org/scripts/397151/BIT-Moodle-Theme-Enhance.user.css,32.0,5.0,
182,北理乐学美化,https://greasyfork.org/scripts/415353-%E5%8C%97%E7%90%86%E4%B9%90%E5%AD%A6%E7%BE%8E%E5%8C%96,,academic,['web'],,,2020-11-03 04:17:44.000,2020-11-03 04:17:44,,,,,,,,,,,,,,,优化乐学的显示界面.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,415353.0,https://greasyfork.org/scripts/415353,https://update.greasyfork.org/scripts/415353/%E5%8C%97%E7%90%86%E4%B9%90%E5%AD%A6%E7%BE%8E%E5%8C%96.user.js,14.0,5.0,
183,神楽坂暮雪/延河课堂视频下载,https://greasyfork.org/scripts/420055-%E5%BB%B6%E6%B2%B3%E8%AF%BE%E5%A0%82%E8%A7%86%E9%A2%91%E4%B8%8B%E8%BD%BD,,academic,['web'],,,2021-01-12 06:18:04.000,2021-01-12 10:40:09,,,,,,,,,,,,,,,下载延河课堂视频，方便下载.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,420055.0,https://greasyfork.org/scripts/420055,https://update.greasyfork.org/scripts/420055/%E5%BB%B6%E6%B2%B3%E8%AF%BE%E5%A0%82%E8%A7%86%E9%A2%91%E4%B8%8B%E8%BD%BD.user.js,207.0,5.0,
184,让北理工网站正常一点,https://greasyfork.org/scripts/33194-%E8%AE%A9%E5%8C%97%E7%90%86%E5%B7%A5%E7%BD%91%E7%AB%99%E6%AD%A3%E5%B8%B8%E4%B8%80%E7%82%B9,,edu-cn,['web'],,,2017-09-14 12:55:48.000,2017-11-24 15:27:19,,,,,,,,,,,,,,,让北理工网站能够在chrome/firefox/等上正常运行.,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,33194.0,https://greasyfork.org/scripts/33194,https://update.greasyfork.org/scripts/33194/%E8%AE%A9%E5%8C%97%E7%90%86%E5%B7%A5%E7%BD%91%E7%AB%99%E6%AD%A3%E5%B8%B8%E4%B8%80%E7%82%B9.user.js,50.0,5.0,
185,钉钉i北理UI,https://github.com/yyysyyy/harmony-nb,yyysyyy/harmony-nb,misc,,https://github.com/yyysyyy/harmony-nb,,2024-01-06 16:44:52.000,2024-01-07 15:18:55,2024-01-07 15:18:50,5.0,,,1.0,,,,,,,,,,使用鸿蒙原生artks搭建了钉钉i北理的UI。.,,2,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,cdowen/BIT-Login,https://github.com/cdowen/BIT-Login,cdowen/BIT-Login,srun,,https://github.com/cdowen/BIT-Login,,2019-11-19 05:48:41.000,2019-11-20 02:59:59,2019-11-20 02:59:58,7.0,,,1.0,,,,,,,,,,SRUN3000 python login script for Beijing Institute of Technology(BIT).,,2,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,BIT-Login-Python,https://github.com/Ri-Nai/BIT-Login-Python,Ri-Nai/BIT-Login-Python,edu-cn,,https://github.com/Ri-Nai/BIT-Login-Python,WTFPL,2025-03-25 13:39:09.000,2025-05-12 11:55:30,2025-05-12 11:55:19,8.0,,,1.0,,,,,,,,,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,BIT 新版物理实验选课系统增强,https://greasyfork.org/scripts/529476-bit-%E6%96%B0%E7%89%88%E7%89%A9%E7%90%86%E5%AE%9E%E9%AA%8C%E9%80%89%E8%AF%BE%E7%B3%BB%E7%BB%9F%E5%A2%9E%E5%BC%BA,,academic,,,,2025-03-11 08:36:26.000,2025-03-11 08:36:26,,,,,,,,,,,,,,,史山破破烂烂，小猫缝缝补补.,,2,True,3.0,,,,,,,,,,,,,,,,,,,,,,529476.0,https://greasyfork.org/scripts/529476,https://update.greasyfork.org/scripts/529476/BIT%20%E6%96%B0%E7%89%88%E7%89%A9%E7%90%86%E5%AE%9E%E9%AA%8C%E9%80%89%E8%AF%BE%E7%B3%BB%E7%BB%9F%E5%A2%9E%E5%BC%BA.user.js,1.0,5.0,
189,BIT_Score_Inquiry,https://github.com/YaooXu/BIT_Score_Inquiry,YaooXu/BIT_Score_Inquiry,academic,,https://github.com/YaooXu/BIT_Score_Inquiry,,2019-08-09 06:46:30.000,2024-07-28 16:18:03,2024-07-28 16:18:03,12.0,,2.0,1.0,1.0,,1.0,11.0,,,,,,北理工成绩更新查询&&计算加权.,3.0,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,ACM寒假集训,https://gitee.com/TastyHeadphones/BITACM,,exp,,,,2021-01-25 17:44:51.000,2024-09-28 22:32:23,,,,1.0,1.0,,,,4.0,,,,,,北京理工大学ACM集训ppt.,,1,False,3.0,,,,,,,,,TastyHeadphones/BITACM,https://gitee.com/TastyHeadphones/BITACM,,,,,,,,,,,,,,,,,
191,BitBMTGrab,https://github.com/YaphetLee2002/BitBMTGrab,YaphetLee2002/BitBMTGrab,cal,,https://github.com/YaphetLee2002/BitBMTGrab,,2025-04-02 02:10:32.000,2025-04-02 02:23:26,2025-04-02 02:23:15,1.0,,,1.0,,1.0,,4.0,,,,,,北理体育馆羽毛球购票接口.,,1,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,基于Selenium的BIT-Web登录脚本,https://github.com/MmDawN/BIT_Srun_Login_Selenium,MmDawN/BIT_Srun_Login_Selenium,srun,['python'],https://github.com/MmDawN/BIT_Srun_Login_Selenium,,2020-11-27 11:56:43.000,2020-11-27 12:08:40,2020-11-27 12:00:52,1.0,,,1.0,,,,3.0,,,,,,北理工校园网自动登录脚本.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,北理FTP联盟定时自动刷贴,https://github.com/Freeza91/bit-ftp,Freeza91/bit-ftp,org,,https://github.com/Freeza91/bit-ftp,,2014-10-12 14:39:52.000,2014-10-27 03:59:47,2014-10-27 03:59:40,17.0,,,2.0,,,,3.0,,,,,,"北理FTP联盟自动刷贴,定时分析帖子.",2.0,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,北理工自动签到脚本（研究生每晚宿舍签到）,https://github.com/WD11/bit_register_auto,WD11/bit_register_auto,misc,['python'],https://github.com/WD11/bit_register_auto,,2019-04-28 11:20:42.000,2019-07-09 09:16:14,2019-07-09 09:16:04,7.0,,,1.0,,,,3.0,,,,,,北理工自动签到.,2.0,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,BIT-linux-login,https://github.com/long-username/BIT-linux-login,long-username/BIT-linux-login,srun,['web'],https://github.com/long-username/BIT-linux-login,,2020-07-30 05:06:54.000,2020-07-30 05:08:18,2020-07-30 05:08:17,2.0,,,,,,,2.0,,,,,,北京理工大学，命令行-登陆客户端，支持 linux，windows 以及 macos。主要作为 ssh 远程登录.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,北京理工大学邮箱推送服务,https://github.com/lywly/BIT_Mail_Monitor,lywly/BIT_Mail_Monitor,misc,['python'],https://github.com/lywly/BIT_Mail_Monitor,,2022-05-03 13:53:55.000,2023-11-06 02:51:34,2023-11-06 02:51:34,10.0,,,1.0,,,,2.0,2022-05-07 07:51:33.000,2022.05.07,21.0,0.0,3.0,北京理工大学邮箱推送服务.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,问答：操作系统原理,https://github.com/YDX-2147483647/os_qa,YDX-2147483647/os_qa,learning,,https://github.com/YDX-2147483647/os_qa,,2022-10-31 06:56:50.000,2022-10-31 07:49:46,2022-10-31 07:49:28,12.0,,,1.0,,,,2.0,,,,,,问答：操作系统原理。 （2022年9月至10月）.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,bit_economy,https://github.com/haohaolalahao/bit_economy,haohaolalahao/bit_economy,learning,,https://github.com/haohaolalahao/bit_economy,,2018-04-30 02:47:20.000,2018-05-05 22:59:06,2018-05-05 22:59:05,18.0,,2.0,1.0,,,,2.0,,,,,,经济学概论前八周已做过题目题库.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,BitBusGrab,https://github.com/YaphetLee2002/BitBusGrab,YaphetLee2002/BitBusGrab,cal,,https://github.com/YaphetLee2002/BitBusGrab,,2025-04-01 16:07:31.000,2025-10-20 12:00:55,2025-10-20 12:00:50,6.0,,,1.0,,,,2.0,,,,,,适用于bit学生的的抢票工具.,,1,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,bit-cas-server,https://github.com/liling/bit-cas-server,liling/bit-cas-server,edu-cn,,https://github.com/liling/bit-cas-server,,2011-02-24 12:59:10.000,2013-07-12 09:05:48,2013-07-12 09:00:43,110.0,,,1.0,,,,2.0,,,,,,CAS Customization for BIT.,2.0,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,BIT-thesis-template,https://github.com/PolarLion/BIT-thesis-template,PolarLion/BIT-thesis-template,template,['latex'],https://github.com/PolarLion/BIT-thesis-template,,2022-10-02 07:42:39.000,2022-10-03 05:35:54,2022-10-03 05:35:54,13.0,,,1.0,,,,1.0,,,,,,北京理工大学研究生毕业论文无bug模板-template for graduate thesis of Beijing Institute of Technology (No bug ver.).,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,AutoBook,https://gitee.com/guang-ming-fu/auto-book,,cal,['java'],,GPL-3.0,2021-12-02 00:28:26.000,2023-01-16 19:37:52,,,,0.0,2.0,,,,1.0,,,,,,自动预约北理工图书馆自习室的脚本（由于网站更新，光速失效）.,,1,False,3.0,,,,,,,,,guang-ming-fu/auto-book,https://gitee.com/guang-ming-fu/auto-book,,,,,,,,,,,,,,,,,
203,bit正方教务处,https://gitee.com/felinae98/bitJwcToolkit,,academic,['python'],,GPL-2.0,2017-10-24 23:26:35.000,2020-12-19 13:26:52,,,,0.0,1.0,,,,1.0,,,,,,北理教务处套件.,,1,False,3.0,,,,,,,,,felinae98/bitJwcToolkit,https://gitee.com/felinae98/bitJwcToolkit,,,,,,,,,,,,,,,,,
204,BIT_Network_Login,https://github.com/mzbhy/BIT_Network_Login,lxalxy/BIT_Network_Login,srun,['python'],https://github.com/mzbhy/BIT_Network_Login,,2016-08-14 04:30:01.000,2016-12-07 12:05:32,2016-12-07 12:05:06,12.0,,,1.0,,,,1.0,,,,,,用于北理工网络认证的简单脚本.,3.0,1,False,3.0,,,,,,,mzbhy/BIT_Network_Login,,,,,,,,,,,,,,,,,,,,
205,YanhePrivilege,https://github.com/BIT-BOBH/YanhePrivilege,BIT-BOBH/YanhePrivilege,academic,['web'],https://github.com/BIT-BOBH/YanhePrivilege,,2022-06-28 13:32:40.000,2022-06-28 13:37:39,2022-06-28 13:37:32,1.0,,,,,,,1.0,,,,,,A tampermonkey script that allows you to play any class video in YanheKetang.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Quaternijkon/Typst_BIT,https://github.com/Quaternijkon/Typst_BIT,Quaternijkon/Typst_BIT,template,,https://github.com/Quaternijkon/Typst_BIT,,2024-07-06 15:38:59.000,2024-07-06 15:45:36,2024-07-06 15:45:18,3.0,,,1.0,,,,1.0,,,,,,北京理工大学Typst模板（似乎没人看，当前模板进度落后USTC版本较多，催更就提issue）.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,北京理工大学自动评教助手,https://zhuanlan.zhihu.com/p/346248138,,academic,['python'],,,2021-01-23 12:56:38.000,2021-11-18 12:09:48,,,,0.0,1.0,,,,,,,,,,【小工具】北京理工大学自动评教助手.,,1,False,3.0,,,,,,,,,larry6799/pingjiao,https://gitee.com/larry6799/pingjiao,,,,,,,,,,,,,,,,,
208,英语学习笔记,https://bit-study-notes.gitee.io/college-english,,learning,,,,2023-03-03 16:33:26.000,2023-08-29 17:09:57,,,,0.0,1.0,,,,,,,,,,北理工大学英语学习笔记.,,1,False,3.0,,,,,,,,,bit-study-notes/college-english,https://gitee.com/bit-study-notes/college-english,,,,,,,,,,,,,,,,,
209,校内服务器联网脚本,https://gitee.com/burette/BIT-WEB,,srun,['python'],,,2020-05-08 16:32:08.000,2020-12-19 08:24:27,,,,0.0,1.0,,,,,,,,,,北理工校内服务器联网脚本.,,1,False,3.0,,,,,,,,,burette/BIT-WEB,https://gitee.com/burette/BIT-WEB,,,,,,,,,,,,,,,,,
210,BITNetworkTool,https://github.com/lgasyou/BITNetworkTool,lgasyou/BITNetworkTool,srun,['python'],https://github.com/lgasyou/BITNetworkTool,,2020-09-11 13:21:08.000,2020-09-11 13:22:38,2020-09-11 13:20:04,1.0,,,1.0,,,,,,,,,,北京理工大学校园网命令行连接工具.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,BIT Beamer Theme,https://www.overleaf.com/latex/templates/bit-beamer-theme/ycbqhbxrqjvs,,template,,,CC BY 4.0,,,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,北理工PPT模板（BITPPT）,https://mp.weixin.qq.com/s/UhkYfN4KtJPU0wyqH4bFLg,,template,,,,,2025-09-26,,,,,,,,,,,,,,,选用北理代表的绿色和褐色，融入校徽、校训等校园文化元素，包含经典版（校本部 v5.5、珠海 v1.5）、先锋系列（两校区 × 延安红/北理绿）v1.0、简历模板..,,1,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Slide-Style,https://github.com/Devil-SX/Slide-Style,Devil-SX/Slide-Style,apollo,,https://github.com/Devil-SX/Slide-Style,,2023-10-14 10:34:13.000,2023-10-14 10:34:26,2023-10-14 10:33:39,1.0,,,1.0,,,,,,,,,,能够调整 PPTX 幻灯片图片的色调使其统一.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,BITNP 新生电脑选购指南,https://docs.qq.com/aio/p/scmzu718dzus0zl,,agg,,,,,2024-09-07,,,,,,,,,,,,,,,本篇电脑推荐表旨在以较为普适而全面的视角，依据参数和价格推荐适合同学们在校园使用的笔记本。（电脑诊所是我校纯志愿性质组织，为全校师生无偿提供电脑维护服务。）.,,1,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,live2d-project-for-HCI,https://github.com/Decent898/live2d-project-for-HCI,Decent898/live2d-project-for-HCI,misc,,https://github.com/Decent898/live2d-project-for-HCI,MIT,2025-05-20 11:51:48.000,2025-06-03 17:07:46,2025-06-03 17:04:16,12.0,,,1.0,,,1.0,,,,,,,,2.0,1,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,朋辈导师评价系统,https://github.com/Ri-Nai/BIT-Peer-Mentor-Evaluation,Ri-Nai/BIT-Peer-Mentor-Evaluation,office,,https://github.com/Ri-Nai/BIT-Peer-Mentor-Evaluation,,2025-02-19 08:12:05.000,2025-02-19 08:13:02,2025-02-19 08:13:02,2.0,,,1.0,,,,,,,,,,📝 用于自动完成对朋辈导师下学生的德育评价工作。.,,1,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,BITLeXueRANK,https://github.com/Decent898/BITLeXueRANK_2024C,Decent898/BITLeXueRANK_2024C,academic,,https://github.com/Decent898/BITLeXueRANK_2024C,,2024-03-15 11:11:10.000,2024-03-17 13:56:26,2024-03-17 13:50:47,15.0,,,1.0,,,,2.0,,,,,,2024年春季睿信-C语言程序设计排名更新系统.,2.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,BITLeXueRANK_2024C,https://github.com/Decent898/BITLeXueRANK_2024C,Decent898/BITLeXueRANK_2024C,academic,,https://github.com/Decent898/BITLeXueRANK_2024C,,2024-03-15 11:11:10.000,2024-03-17 13:56:26,2024-03-17 13:50:47,15.0,,,1.0,,,,2.0,,,,,,2024年春季睿信-C语言程序设计排名更新系统.,2.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Python机器学习应用,https://gitee.com/chen_zi_chung/Machine-Learning-with-Python,,learning,,,,2020-04-22 08:20:38.000,2022-03-11 09:45:47,,,,0.0,1.0,,,,1.0,,,,,,北京理工大学Python相关系列全套课程.,,0,False,,,,,,,,,,chen_zi_chung/Machine-Learning-with-Python,https://gitee.com/chen_zi_chung/Machine-Learning-with-Python,,,,,,,,,,,,,,,,,
220,北京理工大学集成电路设计实践1,https://github.com/Devil-SX/integrated_circuit_practice,Devil-SX/integrated_circuit_practice,learning,['hdl'],https://github.com/Devil-SX/integrated_circuit_practice,,2022-05-16 14:36:00.000,2022-05-23 08:13:14,2022-05-23 08:13:04,3.0,,,2.0,,,1.0,1.0,,,,,,百丽宫集成电路设计实践课.,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,BIT-Zongce,https://github.com/Devil-SX/BIT-Zongce,Devil-SX/BIT-Zongce,office,,https://github.com/Devil-SX/BIT-Zongce,,2023-08-01 12:31:57.000,2023-08-05 07:37:56,2023-08-05 07:37:56,3.0,,1.0,1.0,1.0,,,1.0,,,,,,BIT 综测统计 自动化脚本.,2.0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,合成北理工,https://daxigua.liyupi.com,,misc,['web'],,,2021-01-30 12:27:52.000,2021-08-30 12:59:22,,,,0.0,1.0,,,,,,,,,,,,0,False,,,,,,,,,,boboaini/synthetic-north-technology,https://gitee.com/boboaini/synthetic-north-technology,,,,,,,,,,,,,,,,,
223,智能制造与智能计算实验室,https://leidawt.gitee.io/bit-pse-public/,,exp,,,,,,,,,,,,,,,,,,,,,,0,False,,,,,,,,,,leidawt/bit-pse,,,,,,,,,,,,,,,,,,
224,cst-notifier,{},UnicornBoss/cst-notifier,agg,['python'],,,,,,,,,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,yanhekt-killer,{},LeiyaoCui/yanhekt-killer,academic,['web'],,,,,,,,,,,,,,,,,,,"Eliminate the unfair authority, when we try to learn more in yanhekt.",,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,NetworkSecurity2019,{},Crysflair/NetworkSecurity2019,edu-cn,,,,,,,,,,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
